supply_level,resource_id,state_code,district_code,time,allocated_quantity
district,R7,31,311,2,0.028960726
district,R7,31,315,4,0.0054221202
district,R7,31,316,1,0.072805848
district,R7,31,325,1,0.020795398
district,R7,31,331,2,0.067595463
district,R7,31,344,0,0.50601252
district,R7,31,361,3,0.056729023
district,R7,31,385,3,0.026121409
district,R7,31,392,1,0.0068445902
district,R7,31,44,1,0.019324483
district,R7,31,457,1,0.020865915
district,R7,31,473,2,0.065098422
district,R7,31,478,0,0.019152887
district,R7,31,495,1,0.0016014138
district,R7,31,49,1,0.16808547
district,R7,31,505,4,0.37294555
district,R7,31,532,3,0.19217175
district,R7,31,549,1,0.23450454
district,R7,31,572,3,0.3202837
district,R7,31,578,4,0.026189781
district,R7,31,584,3,0.036154573
district,R7,31,587,0,0.0012746457
district,R7,31,631,1,0.038626685
district,R7,31,638,0,9.6945731e-05
district,R7,31,75,1,0.041119837
district,R7,31,96,4,0.18631078
district,R7,31,98,2,0.21423129
district,R7,32,11,3,0.010762737
district,R7,32,12,2,0.029967639
district,R7,32,148,2,0.099596397
district,R7,32,149,1,0.34561414
district,R7,32,14,0,0.047186361
district,R7,32,157,4,0.42069028
district,R7,32,171,3,0.079845322
district,R7,32,189,4,0.43198043
district,R7,32,1,4,0.057501689
district,R7,32,20,0,0.0092796456
district,R7,32,217,0,0.1382667
district,R7,32,217,1,0.15525529
district,R7,32,229,0,0.12216177
district,R7,32,236,0,0.5261438
district,R7,32,239,1,0.06333793
district,R7,32,261,2,0.0090856316
district,R7,32,262,3,0.0029122921
district,R7,32,263,3,0.0049863754
district,R7,32,275,3,0.0075222956
district,R7,32,278,0,0.0037303417
district,R7,32,281,2,0.0022110499
district,R7,32,316,3,0.035437754
district,R7,32,324,0,0.021219523
district,R7,32,32,3,0.026899831
district,R7,32,336,1,0.11386589
district,R7,32,35,3,0.13941335
district,R7,32,388,0,0.18098115
district,R7,32,406,1,0.077138965
district,R7,32,424,4,0.058067177
district,R7,32,443,3,0.045621051
district,R7,32,456,3,0.046593238
district,R7,32,475,3,0.12161667
district,R7,32,501,3,0.059935505
district,R7,32,550,4,0.11413057
district,R7,32,560,0,0.05905982
district,R7,32,577,3,0.24872215
district,R7,32,589,1,0.13540729
district,R7,32,591,1,0.15640524
district,R7,32,60,0,0.032292121
district,R7,32,74,3,0.05592935
district,R7,32,99,4,0.097825838
district,R7,33,117,1,0.040167817
district,R7,33,119,4,0.12211917
district,R7,33,144,1,0.051168768
district,R7,33,144,4,0.10269418
district,R7,33,15,1,0.014315495
district,R7,33,183,2,0.23830553
district,R7,33,185,1,0.10109632
district,R7,33,18,4,0.0069810079
district,R7,33,1,0,0.053813273
district,R7,33,221,4,0.26728496
district,R7,33,224,2,0.1721703
district,R7,33,226,2,0.087929765
district,R7,33,234,4,0.27157435
district,R7,33,239,2,0.043322611
district,R7,33,247,4,0.0028061106
district,R7,33,273,3,0.0066314947
district,R7,33,280,1,0.003565222
district,R7,33,302,1,0.01872467
district,R7,33,346,2,0.070918993
district,R7,33,351,1,0.070027443
district,R7,33,360,4,0.10927752
district,R7,33,367,4,0.017769637
district,R7,33,370,4,0.058576879
district,R7,33,407,3,0.025186767
district,R7,33,421,1,0.091896619
district,R7,33,434,1,0.070859929
district,R7,33,449,1,0.050961454
district,R7,33,495,0,0.0010830009
district,R7,33,508,3,0.035083606
district,R7,33,514,2,0.041222781
district,R7,33,520,1,0.1399724
district,R7,33,538,3,0.22787958
district,R7,33,55,1,0.02711319
district,R7,33,560,4,0.071187717
district,R7,33,572,2,0.24608035
district,R7,33,574,1,0.082163238
district,R7,33,588,2,0.057255856
district,R7,33,58,0,0.0026004021
district,R7,33,605,3,0.23807209
district,R7,33,619,0,0.024224058
district,R7,33,620,1,0.090351059
district,R7,33,82,1,0.0022587964
district,R7,34,110,4,0.6599042
district,R7,34,117,3,0.046744096
district,R7,34,13,1,0.010918441
district,R7,34,149,2,0.36039411
district,R7,34,161,2,0.10022603
district,R7,34,165,0,0.057068436
district,R7,34,17,4,0.010445389
district,R7,34,189,1,0.27101366
district,R7,34,194,4,0.42222727
district,R7,34,207,2,0.26747994
district,R7,34,235,2,0.061667306
district,R7,34,23,3,0.013918624
district,R7,34,255,1,0.0010673507
district,R7,34,268,0,0.0004050348
district,R7,34,272,3,0.017032863
district,R7,34,274,4,0.00949647
district,R7,34,292,3,0.016384302
district,R7,34,299,4,0.019694687
district,R7,34,307,4,0.049691533
district,R7,34,312,1,0.015739513
district,R7,34,312,2,0.026321627
district,R7,34,347,0,0.043356088
district,R7,34,362,1,0.060086584
district,R7,34,36,4,0.024947483
district,R7,34,384,4,0.033400526
district,R7,34,396,4,0.030700615
district,R7,34,399,1,0.011323103
district,R7,34,400,1,0.0088455424
district,R7,34,423,2,0.089838603
district,R7,34,426,1,0.039868148
district,R7,34,429,1,0.056510432
district,R7,34,435,1,0.032104896
district,R7,34,450,4,0.068133705
district,R7,34,471,1,0.11211745
district,R7,34,474,3,0.50690055
district,R7,34,479,4,0.26609825
district,R7,34,483,0,0.082372718
district,R7,34,484,3,0.11169147
district,R7,34,485,0,0.14452909
district,R7,34,487,3,0.016064599
district,R7,34,48,0,0.049158647
district,R7,34,490,1,0.019649986
district,R7,34,510,2,0.18604848
district,R7,34,524,0,0.11729825
district,R7,34,524,2,0.14321787
district,R7,34,526,0,0.22028082
district,R7,34,53,0,0.017864833
district,R7,34,54,2,0.015576124
district,R7,34,550,1,0.11398315
district,R7,34,557,3,0.072335402
district,R7,34,562,3,0.093622681
district,R7,34,632,4,0.2124948
district,R7,34,64,0,0.0065372218
district,R7,34,70,0,0.023911396
district,R7,34,76,1,0.042100204
district,R7,34,84,1,0.039694507
district,R7,34,9,1,0.008499696
district,R7,35,113,4,0.29182812
district,R7,35,132,3,0.19941247
district,R7,35,132,4,0.37496304
district,R7,35,14,1,0.064032744
district,R7,35,170,2,0.07725475
district,R7,35,174,0,0.095468104
district,R7,35,215,4,0.32365962
district,R7,35,216,3,0.30382196
district,R7,35,222,4,0.26157327
district,R7,35,253,4,0.0025399159
district,R7,35,254,2,0.0026894767
district,R7,35,255,0,0.0013446239
district,R7,35,269,3,0.0021206714
district,R7,35,274,3,0.01222427
district,R7,35,329,3,0.22351013
district,R7,35,330,1,0.13998776
district,R7,35,338,3,0.28969158
district,R7,35,349,4,0.19227956
district,R7,35,377,3,0.16435314
district,R7,35,413,4,0.023658999
district,R7,35,414,0,0.035565844
district,R7,35,417,4,0.0070242445
district,R7,35,41,0,0.23819984
district,R7,35,430,4,0.1374717
district,R7,35,435,2,0.092382434
district,R7,35,453,4,0.023692877
district,R7,35,473,3,0.074156478
district,R7,35,474,4,0.51253615
district,R7,35,479,3,0.21520905
district,R7,35,489,3,0.0070222108
district,R7,35,494,0,0.00062677169
district,R7,35,501,1,0.10881423
district,R7,35,502,1,0.030523607
district,R7,35,52,0,0.027248231
district,R7,35,537,2,0.4528317
district,R7,35,555,4,0.40864791
district,R7,35,558,2,0.11839511
district,R7,35,575,3,0.14811787
district,R7,35,577,2,0.20957815
district,R7,35,57,2,0.0082879369
district,R7,35,589,2,0.14464048
district,R7,35,591,0,0.12063803
district,R7,35,5,2,0.01485682
district,R7,35,603,2,0.12659754
district,R7,35,617,4,0.13257562
district,R7,35,624,3,0.034151184
district,R7,35,625,4,0.052984606
district,R7,35,639,1,0.00037712841
district,R7,35,67,2,0.091669053
district,R7,35,68,0,0.039578047
district,R7,35,70,1,0.053435463
district,R7,35,71,3,0.034913913
district,R7,35,86,2,0.052848759
district,R7,3,101,1,0.11442588
district,R7,3,116,4,0.08588287
district,R7,3,134,1,0.22863333
district,R7,3,137,3,0.11940388
district,R7,3,141,3,0.087013927
district,R7,3,176,2,0.18539595
district,R7,3,176,3,0.31928521
district,R7,3,190,0,0.20204139
district,R7,3,196,2,0.15868522
district,R7,3,197,2,0.41583851
district,R7,3,206,1,0.071770894
district,R7,3,237,3,0.154966
district,R7,3,239,3,0.076265377
district,R7,3,250,3,0.0031191115
district,R7,3,288,3,0.0018141478
district,R7,3,298,4,0.024045269
district,R7,3,29,1,0.011694354
district,R7,3,302,2,0.036453922
district,R7,3,30,1,0.0081363473
district,R7,3,351,4,0.073321266
district,R7,3,353,4,0.03841237
district,R7,3,364,0,0.13384739
district,R7,3,375,1,0.10903069
district,R7,3,377,2,0.15774072
district,R7,3,384,0,0.02518033
district,R7,3,398,3,0.05199119
district,R7,3,41,2,0.31115411
district,R7,3,433,1,0.051551126
district,R7,3,447,2,0.0612046
district,R7,3,44,4,0.039807445
district,R7,3,450,2,0.052950614
district,R7,3,458,0,0.018654932
district,R7,3,471,4,0.12608364
district,R7,3,475,2,0.085239081
district,R7,3,484,2,0.098145336
district,R7,3,506,4,0.043244815
district,R7,3,526,1,0.17609514
district,R7,3,553,2,0.23840861
district,R7,3,604,0,0.25770279
district,R7,3,622,4,0.053853486
district,R7,3,623,3,0.19282473
district,R7,3,75,0,0.033542499
district,R7,3,89,2,0.037976675
district,R7,4,116,0,0.025440482
district,R7,4,143,0,0.36129696
district,R7,4,156,4,0.19575752
district,R7,4,167,2,0.029132197
district,R7,4,184,1,0.094038861
district,R7,4,209,1,0.21208693
district,R7,4,230,4,0.74943663
district,R7,4,232,2,0.1276873
district,R7,4,245,4,0.0015376398
district,R7,4,254,3,0.0029044935
district,R7,4,257,0,2.8384807e-05
district,R7,4,283,2,0.011435668
district,R7,4,284,1,0.001445249
district,R7,4,287,1,0.0016811982
district,R7,4,290,0,0.013529358
district,R7,4,291,4,0.0067164751
district,R7,4,303,3,0.063702374
district,R7,4,329,4,0.10387946
district,R7,4,335,2,0.72096858
district,R7,4,354,0,0.05745835
district,R7,4,354,2,0.21204747
district,R7,4,375,2,0.092191402
district,R7,4,381,4,0.13415875
district,R7,4,394,3,0.0092653874
district,R7,4,394,4,0.011853205
district,R7,4,410,4,0.24928002
district,R7,4,412,4,0.023199546
district,R7,4,439,2,0.1496959
district,R7,4,441,0,0.03490588
district,R7,4,450,1,0.032524068
district,R7,4,456,0,0.032937313
district,R7,4,476,1,0.10670874
district,R7,4,47,2,0.028636935
district,R7,4,496,2,0.0081761575
district,R7,4,540,0,0.15624112
district,R7,4,567,0,0.10412175
district,R7,4,600,1,0.10703274
district,R7,4,60,4,0.086966525
district,R7,4,615,2,0.011128737
district,R7,4,621,3,0.084636182
district,R7,4,623,2,0.22814526
district,R7,4,68,3,0.1041409
district,R7,4,68,4,0.11882129
district,R7,4,79,0,0.069755813
district,R7,4,92,1,0.12136413
district,R7,5,105,3,0.13436368
district,R7,5,107,0,0.057433757
district,R7,5,142,4,0.19031948
district,R7,5,157,3,0.31489944
district,R7,5,16,1,0.0096592048
district,R7,5,189,3,0.35174789
district,R7,5,207,0,0.18411248
district,R7,5,214,0,0.1105491
district,R7,5,223,1,0.097247098
district,R7,5,225,0,0.072075111
district,R7,5,252,2,0.00043273461
district,R7,5,258,3,0.00099944672
district,R7,5,269,0,0.0021691081
district,R7,5,280,0,0.00352173
district,R7,5,294,1,0.006567454
district,R7,5,300,0,0.019422765
district,R7,5,312,0,0.015049656
district,R7,5,31,1,0.011821995
district,R7,5,325,0,0.023276742
district,R7,5,328,0,0.27100137
district,R7,5,372,4,0.020751101
district,R7,5,375,4,0.092971063
district,R7,5,379,3,0.080991742
district,R7,5,383,1,0.039888165
district,R7,5,384,1,0.035411122
district,R7,5,418,2,0.019350667
district,R7,5,422,1,0.021966474
district,R7,5,459,4,0.025159708
district,R7,5,476,2,0.35676494
district,R7,5,515,1,0.26185947
district,R7,5,533,0,0.11351593
district,R7,5,555,2,0.29077194
district,R7,5,559,1,0.036661063
district,R7,5,563,0,0.041758115
district,R7,5,608,4,0.18069202
district,R7,5,610,2,0.13425567
district,R7,5,621,2,0.0778098
district,R7,5,635,0,0.0071459675
district,R7,5,79,1,0.034440686
district,R7,5,94,3,0.0012954908
district,R7,6,112,3,0.23392803
district,R7,6,119,2,0.25807632
district,R7,6,148,3,0.089177406
district,R7,6,157,1,0.42418611
district,R7,6,183,1,0.30072421
district,R7,6,192,2,0.30166962
district,R7,6,199,3,0.22548961
district,R7,6,211,2,0.18951092
district,R7,6,221,1,0.24818585
district,R7,6,22,0,0.0079591956
district,R7,6,230,3,0.71708857
district,R7,6,231,1,0.21570984
district,R7,6,255,4,0.0009106414
district,R7,6,272,4,0.019985722
district,R7,6,280,2,0.0044168248
district,R7,6,308,4,0.024133009
district,R7,6,31,3,0.02098877
district,R7,6,322,0,0.01297857
district,R7,6,325,2,0.052356791
district,R7,6,338,2,0.61036904
district,R7,6,349,1,0.11386376
district,R7,6,356,1,0.015913228
district,R7,6,362,2,0.067046844
district,R7,6,390,4,0.020372103
district,R7,6,447,0,0.053798418
district,R7,6,452,2,0.047684369
district,R7,6,456,1,0.048380167
district,R7,6,463,1,0.030405379
district,R7,6,46,2,0.080116393
district,R7,6,477,2,0.10557338
district,R7,6,48,4,0.083609262
district,R7,6,49,2,0.17397235
district,R7,6,507,1,0.026890313
district,R7,6,508,1,0.025984985
district,R7,6,51,0,0.015190668
district,R7,6,522,0,0.25729605
district,R7,6,531,1,0.16537635
district,R7,6,534,4,0.33080957
district,R7,6,549,2,0.19154648
district,R7,6,556,1,0.039067324
district,R7,6,562,0,0.028066042
district,R7,6,567,2,0.080069121
district,R7,6,578,0,0.015666338
district,R7,6,583,2,0.020322543
district,R7,6,586,2,0.014192147
district,R7,6,588,1,0.03771682
district,R7,6,591,4,0.18555663
district,R7,6,621,4,0.070576813
district,R7,6,629,2,0.06422358
district,R7,6,79,4,0.056138538
district,R7,6,81,1,0.070012713
district,R7,6,83,1,0.014658407
district,R7,7,130,4,0.13038801
district,R7,7,141,2,0.059195954
district,R7,7,143,2,0.33475306
district,R7,7,160,2,0.12170665
district,R7,7,163,1,0.054813162
district,R7,7,19,1,0.012889784
district,R7,7,215,0,0.17845778
district,R7,7,218,4,0.32618378
district,R7,7,234,3,0.19429828
district,R7,7,239,0,0.042916408
district,R7,7,290,4,0.018079626
district,R7,7,321,3,0.056931905
district,R7,7,337,3,0.81081958
district,R7,7,340,2,0.16492129
district,R7,7,341,3,0.4525969
district,R7,7,356,2,0.013288712
district,R7,7,366,2,0.023571749
district,R7,7,367,2,0.017268801
district,R7,7,373,2,0.0059789325
district,R7,7,378,4,0.086656115
district,R7,7,380,3,0.046602125
district,R7,7,399,0,0.013889143
district,R7,7,426,4,0.033959163
district,R7,7,439,3,0.23532339
district,R7,7,43,2,0.047404395
district,R7,7,444,4,0.079457378
district,R7,7,463,3,0.049928993
district,R7,7,467,1,0.0288994
district,R7,7,481,3,0.19422379
district,R7,7,485,2,0.15469619
district,R7,7,518,1,0.14891552
district,R7,7,533,3,0.18510561
district,R7,7,53,1,0.069445854
district,R7,7,549,4,0.19830886
district,R7,7,54,0,0.011312334
district,R7,7,558,0,0.071274113
district,R7,7,570,3,0.018413324
district,R7,7,604,1,0.23340098
district,R7,7,620,2,0.11804149
district,R7,7,78,1,0.044063405
district,R7,7,80,1,0.046477156
district,R7,7,95,0,0.0067798355
district,R7,8,114,2,0.034355761
district,R7,8,115,3,0.10117308
district,R7,8,139,1,0.030323626
district,R7,8,152,2,0.24002373
district,R7,8,156,1,0.18594231
district,R7,8,166,1,0.083710336
district,R7,8,172,3,0.23138095
district,R7,8,192,3,0.18596076
district,R7,8,1,3,0.062865064
district,R7,8,201,0,0.098836236
district,R7,8,234,1,0.11701183
district,R7,8,236,2,0.55656247
district,R7,8,23,2,0.013012127
district,R7,8,242,1,0.0019210971
district,R7,8,259,3,0.0022805587
district,R7,8,25,1,0.0003722866
district,R7,8,265,0,0.0085743719
district,R7,8,265,3,0.0057478712
district,R7,8,289,4,0.046602073
district,R7,8,291,0,0.0061910997
district,R7,8,304,3,0.035631838
district,R7,8,305,2,0.12829074
district,R7,8,313,4,0.020842029
district,R7,8,315,2,0.0051569411
district,R7,8,365,3,0.020576248
district,R7,8,367,0,0.023297281
district,R7,8,387,0,0.041953825
district,R7,8,396,1,0.020520572
district,R7,8,404,2,0.038354036
district,R7,8,411,1,0.019442784
district,R7,8,420,0,0.054263999
district,R7,8,430,1,0.061659415
district,R7,8,435,0,0.096040302
district,R7,8,437,2,0.10113894
district,R7,8,45,0,0.017938212
district,R7,8,491,1,0.069080053
district,R7,8,493,4,0.021668964
district,R7,8,495,2,0.0012013111
district,R7,8,500,4,0.15834151
district,R7,8,505,0,0.31998597
district,R7,8,509,2,0.13682509
district,R7,8,511,2,0.24842349
district,R7,8,562,2,0.14059788
district,R7,8,584,2,0.02232558
district,R7,8,585,0,0.012130889
district,R7,8,595,1,0.15076461
district,R7,8,616,4,0.013077481
district,R7,8,621,1,0.04231401
district,R7,8,622,2,0.05113515
district,R7,8,68,1,0.03085976
district,R7,8,68,2,0.07372544
district,R7,8,80,2,0.063296324
district,R7,8,88,3,0.1321967
district,R7,8,89,0,0.040844288
district,R7,8,91,3,0.026999449
district,R7,8,99,0,0.074770887
district,R7,8,99,1,0.10491457
district,R7,9,109,4,0.1310127
district,R7,9,131,3,0.03649215
district,R7,9,136,4,0.12057867
district,R7,9,137,4,0.089080611
district,R7,9,169,4,0.02204816
district,R7,9,19,0,0.017055882
district,R7,9,200,1,0.099392997
district,R7,9,205,0,0.017298282
district,R7,9,211,1,0.19879122
district,R7,9,238,1,0.099860866
district,R7,9,252,3,0.00059481825
district,R7,9,269,4,0.001902292
district,R7,9,32,2,0.017726081
district,R7,9,332,4,0.25105304
district,R7,9,334,3,0.23417224
district,R7,9,346,4,0.055795778
district,R7,9,363,2,0.016912876
district,R7,9,373,1,0.0047708016
district,R7,9,408,1,0.054168978
district,R7,9,416,0,0.012576836
district,R7,9,482,1,0.074679993
district,R7,9,482,2,0.10700121
district,R7,9,506,3,0.035579509
district,R7,9,516,3,0.75482943
district,R7,9,540,4,0.30414626
district,R7,9,54,1,0.013843064
district,R7,9,579,2,0.22981403
district,R7,9,582,3,0.040100601
district,R7,9,587,1,0.0014448221
district,R7,9,587,2,0.0026074983
district,R7,9,596,4,0.035650566
district,R7,9,599,3,0.024768581
district,R7,9,73,0,0.018780092
district,R8,10,255,2,0.002116866
district,R8,10,263,2,0.0024624312
district,R8,10,271,1,0.0015221246
district,R8,10,282,3,0.001093867
district,R8,11,255,0,0.00089641596
district,R8,11,26,3,0.0036872663
district,R8,11,325,0,0.015517828
district,R8,11,365,1,0.0080793306
district,R8,11,415,2,0.0028443602
district,R8,11,415,3,0.0019735671
district,R8,11,584,2,0.01488372
district,R8,11,616,2,0.0083380287
district,R8,12,265,1,0.0052245241
district,R8,12,298,0,0.0091395548
district,R8,12,29,4,0.014593457
district,R8,12,392,1,0.0045630601
district,R8,12,392,2,0.0109881
district,R8,12,394,3,0.0061769249
district,R8,12,411,1,0.012961856
district,R8,12,487,4,0.01113403
district,R8,12,65,4,0.0035050316
district,R8,13,205,2,0.0040361515
district,R8,13,246,3,0.0010279068
district,R8,13,255,4,0.00060709427
district,R8,13,260,4,0.00020269939
district,R8,13,271,0,0.00046588214
district,R8,13,281,4,0.00090268522
district,R8,13,29,0,0.0030817888
district,R8,13,325,1,0.013863598
district,R8,13,415,4,0.0021580782
district,R8,13,453,0,0.0066005938
district,R8,13,495,1,0.0010676092
district,R8,13,570,0,0.011736153
district,R8,13,638,0,6.4630487e-05
district,R8,14,279,1,0.0023155995
district,R8,14,298,3,0.017417585
district,R8,14,453,4,0.015795251
district,R8,14,568,4,0.039932237
district,R8,15,205,1,0.0076440413
district,R8,15,242,3,0.0018566945
district,R8,15,265,3,0.0038319141
district,R8,15,325,3,0.021556404
district,R8,15,453,2,0.010607991
district,R8,15,487,0,0.0123394
district,R8,15,496,4,0.0044479732
district,R8,15,61,2,0.012024662
district,R8,16,22,0,0.0053061304
district,R8,16,252,3,0.0003965455
district,R8,16,263,3,0.0033242502
district,R8,16,266,0,0.0019750975
district,R8,16,268,3,0.00031085305
district,R8,16,275,3,0.0050148637
district,R8,16,30,2,0.0048476507
district,R8,16,411,3,0.018950662
district,R8,16,495,4,0.0015796626
district,R8,16,568,2,0.049129746
district,R8,16,95,1,0.0097738629
district,R8,17,205,4,0.017248487
district,R8,17,616,4,0.0087183209
district,R8,17,95,4,0.0076979482
district,R8,18,252,1,0.00018314248
district,R8,18,281,3,0.0014290573
district,R8,18,283,0,0.0052687722
district,R8,18,325,2,0.034904527
district,R8,18,54,1,0.0092287097
district,R8,18,637,1,0.0014751523
district,R8,18,637,3,0.0014158875
district,R8,18,94,0,0.00044444604
district,R8,18,95,3,0.0091787481
district,R8,19,242,1,0.0012807314
district,R8,19,258,1,0.00044597173
district,R8,19,282,2,0.0013880817
district,R8,19,312,2,0.017547751
district,R8,19,412,1,0.0084318172
district,R8,19,94,1,0.00050244644
district,R8,1,246,0,0.00063680287
district,R8,1,263,4,0.0025264368
district,R8,1,283,3,0.0045253636
district,R8,1,29,3,0.0086465005
district,R8,1,308,3,0.012601015
district,R8,1,59,4,0.0064535349
district,R8,20,22,4,0.0035107667
district,R8,20,260,0,8.5912398e-05
district,R8,20,282,0,0.0010251232
district,R8,20,298,4,0.016030179
district,R8,20,315,2,0.0034379607
district,R8,20,325,4,0.014877148
district,R8,20,392,0,0.0045346176
district,R8,20,416,1,0.0052359185
district,R8,20,59,1,0.0057589865
district,R8,20,59,3,0.0050005485
district,R8,20,63,0,0.0013318228
district,R8,20,95,0,0.0045198904
district,R8,21,252,0,0.00021645493
district,R8,21,265,2,0.0055964407
district,R8,21,271,2,0.0017629329
district,R8,21,285,0,0.00062172314
district,R8,21,392,4,0.0058064635
district,R8,21,394,0,0.0051501397
district,R8,21,416,0,0.0083845573
district,R8,21,63,4,0.0024090848
district,R8,22,258,0,0.00046407957
district,R8,22,258,3,0.00066629781
district,R8,22,283,1,0.0047796553
district,R8,22,30,3,0.0042939813
district,R8,22,394,2,0.0049939443
district,R8,22,412,4,0.015466364
district,R8,23,246,4,0.00071252057
district,R8,23,255,3,0.0015215324
district,R8,23,269,2,0.0013656587
district,R8,23,29,1,0.0077962357
district,R8,23,315,1,0.0016031034
district,R8,23,412,3,0.018016841
district,R8,23,495,3,0.0011033784
district,R8,23,584,0,0.012806732
district,R8,23,584,1,0.016407339
district,R8,23,65,2,0.0048930053
district,R8,24,268,2,0.00039084776
district,R8,24,275,2,0.0057739817
district,R8,24,283,4,0.010553304
district,R8,24,308,0,0.0025593131
district,R8,24,30,4,0.0029331469
district,R8,24,315,0,0.003644153
district,R8,24,496,1,0.0011523789
district,R8,24,568,0,0.024076451
district,R8,24,568,1,0.029057382
district,R8,25,265,4,0.0031454982
district,R8,25,26,1,0.0011003193
district,R8,25,279,0,0.0042018427
district,R8,25,461,1,0.011312104
district,R8,25,487,2,0.014773619
district,R8,25,51,3,0.0081191813
district,R8,25,54,2,0.010384082
district,R8,25,638,4,0.00010331024
district,R8,26,242,2,0.0019041509
district,R8,26,269,0,0.0014460721
district,R8,26,271,3,0.0008000688
district,R8,26,298,2,0.016576671
district,R8,26,308,1,0.01123342
district,R8,26,308,2,0.011030467
district,R8,26,616,3,0.009890669
district,R8,27,22,1,0.0039186104
district,R8,27,266,4,0.002053952
district,R8,27,279,4,0.0024496476
district,R8,27,281,1,0.00062778565
district,R8,27,285,4,0.00089893277
district,R8,27,394,4,0.0079021365
district,R8,27,416,2,0.0085058169
district,R8,27,51,1,0.0033740937
district,R8,27,65,3,0.0016269867
district,R8,28,275,1,0.0042739925
district,R8,28,461,2,0.0083741369
district,R8,28,570,3,0.012275549
district,R8,28,95,2,0.0076359513
district,R8,29,22,2,0.0044750135
district,R8,29,285,1,0.00045943499
district,R8,29,365,2,0.006320748
district,R8,29,416,3,0.0082857433
district,R8,29,453,3,0.01166348
district,R8,29,461,0,0.01110125
district,R8,29,496,0,0.0049558886
district,R8,29,59,0,0.0096768588
district,R8,2,30,0,0.0059341044
district,R8,2,478,2,0.013872034
district,R8,2,495,2,0.00080087404
district,R8,2,616,1,0.0080146256
district,R8,2,61,0,0.011327903
district,R8,30,246,1,0.00068499751
district,R8,30,260,3,0.00027830705
district,R8,30,26,2,0.0051375371
district,R8,30,279,2,0.0032606018
district,R8,30,415,0,0.0013474235
district,R8,30,487,3,0.010709732
district,R8,30,496,3,0.0043174787
district,R8,30,51,0,0.010127112
district,R8,30,637,2,0.0017216378
district,R8,31,205,3,0.01599495
district,R8,31,258,4,0.00068979175
district,R8,31,283,2,0.007623779
district,R8,31,29,2,0.0065002618
district,R8,31,312,3,0.035419538
district,R8,31,394,1,0.0082985281
district,R8,31,54,3,0.0082099801
district,R8,31,570,2,0.023589479
district,R8,31,63,2,0.0036701218
district,R8,32,26,4,0.0034537406
district,R8,32,312,0,0.010033104
district,R8,32,487,1,0.0059183235
district,R8,32,51,4,0.019133362
district,R8,32,54,4,0.015678582
district,R8,32,637,4,0.0013204081
district,R8,32,94,3,0.00086366055
district,R8,33,205,0,0.011532188
district,R8,33,242,0,0.0015707335
district,R8,33,242,4,0.0021070891
district,R8,33,253,2,0.0019805883
district,R8,33,260,2,0.00029761112
district,R8,33,263,0,0.00094894535
district,R8,33,308,4,0.016088673
district,R8,33,411,0,0.012364042
district,R8,33,412,0,0.012410657
district,R8,33,453,1,0.0094804181
district,R8,33,59,2,0.011365924
district,R8,33,61,1,0.0051278623
district,R8,34,22,3,0.0064566655
district,R8,34,246,2,0.0008797734
district,R8,34,255,1,0.00071156716
district,R8,34,260,1,0.00016745947
district,R8,34,266,2,0.0015024937
district,R8,34,26,0,0.0015698061
district,R8,34,281,2,0.0014740332
district,R8,34,495,0,0.00072200058
district,R8,34,496,2,0.0054507717
district,R8,34,568,3,0.037555665
district,R8,34,616,0,0.0046677726
district,R8,34,61,4,0.013693584
district,R8,35,269,3,0.0014137809
district,R8,35,282,4,0.00068888998
district,R8,35,30,1,0.0054242315
district,R8,35,315,3,0.0038069797
district,R8,35,411,2,0.014409948
district,R8,35,51,2,0.017260404
district,R8,3,253,0,0.0020991084
district,R8,3,263,1,0.0011582535
district,R8,3,269,1,0.00038240583
district,R8,3,269,4,0.0012681947
district,R8,3,275,0,0.0019702927
district,R8,3,275,4,0.0043270439
district,R8,3,285,2,0.001021881
district,R8,3,416,4,0.007926403
district,R8,3,54,0,0.007541556
district,R8,3,65,1,0.0027052222
district,R8,3,94,2,0.00039001321
district,R8,4,253,1,0.0016972546
district,R8,4,253,3,0.0016291733
district,R8,4,253,4,0.0016932773
district,R8,4,265,0,0.0057162479
district,R8,4,411,4,0.010950416
district,R8,4,478,1,0.0040495542
district,R8,4,478,3,0.0098757281
district,R8,4,61,3,0.005564997
district,R8,4,637,0,0.00061845935
district,R8,5,266,3,0.0019480626
district,R8,5,268,0,0.0002700232
district,R8,5,268,1,0.00021417806
district,R8,5,268,4,0.00017330184
district,R8,5,285,3,0.0013018617
district,R8,5,312,1,0.010493008
district,R8,5,412,2,0.016017134
district,R8,5,461,3,0.0086424253
district,R8,5,478,4,0.010587802
district,R8,5,570,4,0.020082248
district,R8,5,584,4,0.025189721
district,R8,6,252,2,0.00028848974
district,R8,6,252,4,0.00040683702
district,R8,6,271,4,0.0015288953
district,R8,6,279,3,0.0046115223
district,R8,6,298,1,0.021036844
district,R8,6,315,4,0.0036147468
district,R8,6,365,3,0.013717499
district,R8,6,365,4,0.008358524
district,R8,6,392,3,0.0056336096
district,R8,6,63,3,0.0023362901
district,R8,7,282,1,0.00068636914
district,R8,7,478,0,0.012768591
district,R8,7,570,1,0.0094911597
district,R8,7,638,1,5.1860541e-05
district,R8,7,63,1,0.0032496082
district,R8,8,258,2,0.00051591944
district,R8,8,266,1,0.00067451663
district,R8,8,415,1,0.00041908273
district,R8,8,461,4,0.013219843
district,R8,8,584,3,0.024103049
district,R8,8,638,3,6.8048161e-05
