district_code,shelter_type,max_people,max_days
108,marriage_hall,4385,7
108,community_hall,3537,10
109,school,69763,14
109,college,43785,21
109,marriage_hall,26856,7
109,community_hall,21660,10
109,school,61155,14
109,college,38382,21
109,marriage_hall,23542,7
109,community_hall,18988,10
109,school,8608,14
109,college,5402,21
109,marriage_hall,3313,7
109,community_hall,2672,10
110,school,282703,14
110,college,177425,21
110,marriage_hall,108809,7
110,community_hall,87753,10
110,school,133790,14
110,college,83936,21
110,marriage_hall,51377,7
110,community_hall,41406,10
110,school,148913,14
110,college,93489,21
110,marriage_hall,57432,7
110,community_hall,46347,10
111,school,113765,14
111,college,71381,21
111,marriage_hall,43718,7
111,community_hall,35241,10
111,school,86914,14
111,college,54537,21
111,marriage_hall,33412,7
111,community_hall,26937,10
111,school,26851,14
111,college,16844,21
111,marriage_hall,10305,7
111,community_hall,8304,10
112,school,140991,14
112,college,88481,21
112,marriage_hall,54246,7
112,community_hall,43744,10
112,school,113972,14
112,college,71530,21
112,marriage_hall,43871,7
112,community_hall,35383,10
112,school,27019,14
112,college,16950,21
112,marriage_hall,10374,7
112,community_hall,8360,10
113,school,157221,14
113,college,98669,21
113,marriage_hall,60499,7
113,community_hall,48789,10
113,school,103115,14
113,college,64706,21
113,marriage_hall,39652,7
113,community_hall,31970,10
113,school,54106,14
113,college,33963,21
113,marriage_hall,20847,7
113,community_hall,16818,10
114,school,28554,14
114,college,17919,21
114,marriage_hall,10986,7
114,community_hall,8859,10
114,school,24742,14
114,college,15526,21
114,marriage_hall,9516,7
114,community_hall,7673,10
114,school,3812,14
114,college,2393,21
114,marriage_hall,1469,7
114,community_hall,1185,10
115,school,110924,14
115,college,69610,21
115,marriage_hall,42669,7
115,community_hall,34406,10
115,school,103161,14
115,college,64737,21
115,marriage_hall,39680,7
115,community_hall,31995,10
115,school,7763,14
115,college,4872,21
115,marriage_hall,2988,7
115,community_hall,2410,10
116,school,78041,14
116,college,48979,21
116,marriage_hall,30040,7
116,community_hall,24227,10
116,school,71550,14
116,college,44905,21
116,marriage_hall,27539,7
116,community_hall,22210,10
116,school,6491,14
116,college,4074,21
116,marriage_hall,2500,7
116,community_hall,2017,10
117,school,44480,14
117,college,27926,21
117,marriage_hall,17159,7
117,community_hall,13848,10
117,school,35496,14
117,college,22284,21
117,marriage_hall,13689,7
117,community_hall,11047,10
117,school,8983,14
117,college,5641,21
117,marriage_hall,3469,7
117,community_hall,2801,10
118,school,87775,14
118,college,55120,21
118,marriage_hall,33908,7
118,community_hall,27377,10
118,school,68045,14
118,college,42734,21
118,marriage_hall,26299,7
118,community_hall,21237,10
118,school,19729,14
118,college,12386,21
118,marriage_hall,7609,7
118,community_hall,6140,10
119,school,110744,14
119,college,69524,21
119,marriage_hall,42704,7
119,community_hall,34460,10
119,school,66311,14
119,college,41628,21
119,marriage_hall,25564,7
119,community_hall,20627,10
119,school,44432,14
119,college,27896,21
119,marriage_hall,17139,7
119,community_hall,13832,10
120,school,60856,14
120,college,38201,21
120,marriage_hall,23454,7
120,community_hall,18924,10
120,school,47326,14
120,college,29711,21
120,marriage_hall,18251,7
120,community_hall,14728,10
120,school,13530,14
120,college,8490,21
120,marriage_hall,5203,7
120,community_hall,4195,10
121,school,47747,14
121,college,29980,21
121,marriage_hall,18429,7
121,community_hall,14876,10
121,school,38185,14
121,college,23976,21
121,marriage_hall,14740,7
121,community_hall,11898,10
121,school,9562,14
121,college,6003,21
121,marriage_hall,3689,7
121,community_hall,2977,10
122,school,103812,14
122,college,65194,21
122,marriage_hall,40112,7
122,community_hall,32389,10
122,school,81745,14
122,college,51337,21
122,marriage_hall,31590,7
122,community_hall,25508,10
122,school,22067,14
122,college,13856,21
122,marriage_hall,8522,7
122,community_hall,6880,10
123,school,49910,14
123,college,31345,21
123,marriage_hall,19293,7
123,community_hall,15580,10
123,school,41999,14
123,college,26378,21
123,marriage_hall,16238,7
123,community_hall,13114,10
123,school,7910,14
123,college,4967,21
123,marriage_hall,3054,7
123,community_hall,2466,10
124,school,59772,14
124,college,37534,21
124,marriage_hall,23084,7
124,community_hall,18636,10
124,school,55938,14
124,college,35125,21
124,marriage_hall,21601,7
124,community_hall,17439,10
124,school,3834,14
124,college,2408,21
124,marriage_hall,1482,7
124,community_hall,1197,10
125,school,77416,14
125,college,48615,21
125,marriage_hall,29904,7
125,community_hall,24144,10
125,school,71898,14
125,college,45149,21
125,marriage_hall,27770,7
125,community_hall,22420,10
125,school,5517,14
125,college,3465,21
125,marriage_hall,2134,7
125,community_hall,1724,10
126,school,66710,14
126,college,41899,21
126,marriage_hall,25798,7
126,community_hall,20835,10
126,school,54402,14
126,college,34170,21
126,marriage_hall,21040,7
126,community_hall,16994,10
126,school,12307,14
126,college,7729,21
126,marriage_hall,4757,7
126,community_hall,3841,10
127,school,83988,14
127,college,52740,21
127,marriage_hall,32437,7
127,community_hall,26187,10
127,school,33246,14
127,college,20873,21
127,marriage_hall,12826,7
127,community_hall,10352,10
127,school,50741,14
127,college,31866,21
127,marriage_hall,19610,7
127,community_hall,15835,10
128,school,52531,14
128,college,32983,21
128,marriage_hall,20272,7
128,community_hall,16363,10
128,school,41614,14
128,college,26128,21
128,marriage_hall,16060,7
128,community_hall,12963,10
128,school,10917,14
128,college,6854,21
128,marriage_hall,4212,7
128,community_hall,3399,10
129,school,60694,14
129,college,38111,21
129,marriage_hall,23433,7
129,community_hall,18916,10
129,school,50839,14
129,college,31922,21
129,marriage_hall,19629,7
129,community_hall,15845,10
129,school,9855,14
129,college,6188,21
129,marriage_hall,3804,7
129,community_hall,3070,10
130,school,132089,14
130,college,82945,21
130,marriage_hall,51014,7
130,community_hall,41185,10
130,school,105839,14
130,college,66459,21
130,marriage_hall,40867,7
130,community_hall,32991,10
130,school,26250,14
130,college,16486,21
130,marriage_hall,10146,7
130,community_hall,8194,10
131,school,37394,14
131,college,23483,21
131,marriage_hall,14447,7
131,community_hall,11665,10
131,school,34298,14
131,college,21539,21
131,marriage_hall,13251,7
131,community_hall,10699,10
131,school,3096,14
131,college,1944,21
131,marriage_hall,1196,7
131,community_hall,966,10
132,school,147620,14
132,college,92636,21
132,marriage_hall,56776,7
132,community_hall,45780,10
132,school,102117,14
132,college,64078,21
132,marriage_hall,39263,7
132,community_hall,31655,10
132,school,45502,14
132,college,28557,21
132,marriage_hall,17513,7
132,community_hall,14124,10
133,school,175890,14
133,college,110354,21
133,marriage_hall,67565,7
133,community_hall,54458,10
133,school,125224,14
133,college,78562,21
133,marriage_hall,48088,7
133,community_hall,38756,10
133,school,50665,14
133,college,31791,21
133,marriage_hall,19476,7
133,community_hall,15701,10
134,school,156806,14
134,college,98399,21
134,marriage_hall,60306,7
134,community_hall,48624,10
134,school,117480,14
134,college,73724,21
134,marriage_hall,45192,7
134,community_hall,36441,10
134,school,39325,14
134,college,24674,21
134,marriage_hall,15113,7
134,community_hall,12183,10
135,school,202822,14
135,college,127261,21
135,marriage_hall,77949,7
135,community_hall,62837,10
135,school,135776,14
135,college,85187,21
135,marriage_hall,52157,7
135,community_hall,42039,10
135,school,67046,14
135,college,42074,21
135,marriage_hall,25791,7
135,community_hall,20797,10
136,school,99338,14
136,college,62332,21
136,marriage_hall,38187,7
136,community_hall,30785,10
136,school,74244,14
136,college,46584,21
136,marriage_hall,28531,7
136,community_hall,22999,10
136,school,25094,14
136,college,15748,21
136,marriage_hall,9655,7
136,community_hall,7786,10
137,school,78324,14
137,college,49149,21
137,marriage_hall,30118,7
137,community_hall,24283,10
137,school,58791,14
137,college,36891,21
137,marriage_hall,22605,7
137,community_hall,18226,10
137,school,19533,14
137,college,12257,21
137,marriage_hall,7512,7
137,community_hall,6057,10
138,school,146434,14
138,college,91883,21
138,marriage_hall,56288,7
138,community_hall,45378,10
138,school,71455,14
138,college,44829,21
138,marriage_hall,27441,7
138,community_hall,22115,10
138,school,74978,14
138,college,47053,21
138,marriage_hall,28847,7
138,community_hall,23262,10
139,school,55270,14
139,college,34675,21
139,marriage_hall,21225,7
139,community_hall,17105,10
139,school,43588,14
139,college,27345,21
139,marriage_hall,16736,7
139,community_hall,13487,10
139,school,11682,14
139,college,7329,21
139,marriage_hall,4488,7
139,community_hall,3618,10
140,school,200025,14
140,college,125547,21
140,marriage_hall,77030,7
140,community_hall,62134,10
140,school,64484,14
140,college,40457,21
140,marriage_hall,24770,7
140,community_hall,19965,10
140,school,135541,14
140,college,85089,21
140,marriage_hall,52259,7
140,community_hall,42168,10
141,school,70830,14
141,college,44473,21
141,marriage_hall,27338,7
141,community_hall,22067,10
141,school,28630,14
141,college,17964,21
141,marriage_hall,11002,7
141,community_hall,8869,10
141,school,42199,14
141,college,26509,21
141,marriage_hall,16336,7
141,community_hall,13197,10
142,school,148779,14
142,college,93354,21
142,marriage_hall,57187,7
142,community_hall,46102,10
142,school,111879,14
142,college,70200,21
142,marriage_hall,43001,7
142,community_hall,34665,10
142,school,36900,14
142,college,23154,21
142,marriage_hall,14186,7
142,community_hall,11437,10
143,school,156126,14
143,college,97960,21
143,marriage_hall,59999,7
143,community_hall,48366,10
143,school,104373,14
143,college,65487,21
143,marriage_hall,40106,7
143,community_hall,32329,10
143,school,51752,14
143,college,32473,21
143,marriage_hall,19892,7
143,community_hall,16036,10
144,school,66501,14
144,college,41726,21
144,marriage_hall,25557,7
144,community_hall,20602,10
144,school,52353,14
144,college,32848,21
144,marriage_hall,20118,7
144,community_hall,16217,10
144,school,14148,14
144,college,8877,21
144,marriage_hall,5438,7
144,community_hall,4384,10
145,school,108234,14
145,college,67910,21
145,marriage_hall,41592,7
145,community_hall,33528,10
145,school,76040,14
145,college,47708,21
145,marriage_hall,29210,7
145,community_hall,23544,10
145,school,32193,14
145,college,20202,21
145,marriage_hall,12381,7
145,community_hall,9983,10
146,school,187410,14
146,college,117575,21
146,marriage_hall,71966,7
146,community_hall,57999,10
146,school,101360,14
146,college,63582,21
146,marriage_hall,38893,7
146,community_hall,31337,10
146,school,86049,14
146,college,53992,21
146,marriage_hall,33073,7
146,community_hall,26661,10
147,school,106140,14
147,college,66596,21
147,marriage_hall,40786,7
147,community_hall,32877,10
147,school,70722,14
147,college,44373,21
147,marriage_hall,27173,7
147,community_hall,21904,10
147,school,35417,14
147,college,22222,21
147,marriage_hall,13612,7
147,community_hall,10973,10
148,school,79446,14
148,college,49850,21
148,marriage_hall,30537,7
148,community_hall,24618,10
148,school,67156,14
148,college,42137,21
148,marriage_hall,25809,7
148,community_hall,20805,10
148,school,12290,14
148,college,7712,21
148,marriage_hall,4728,7
148,community_hall,3812,10
149,school,156512,14
149,college,98205,21
149,marriage_hall,60154,7
149,community_hall,48493,10
149,school,129074,14
149,college,80987,21
149,marriage_hall,49603,7
149,community_hall,39986,10
149,school,27438,14
149,college,17217,21
149,marriage_hall,10551,7
149,community_hall,8507,10
150,school,189286,14
150,college,118776,21
150,marriage_hall,72779,7
150,community_hall,58677,10
150,school,122413,14
150,college,76809,21
150,marriage_hall,47047,7
150,community_hall,37926,10
150,school,66872,14
150,college,41967,21
150,marriage_hall,25732,7
150,community_hall,20751,10
151,school,86678,14
151,college,54400,21
151,marriage_hall,33365,7
151,community_hall,26910,10
151,school,71669,14
151,college,44980,21
151,marriage_hall,27586,7
151,community_hall,22248,10
151,school,15009,14
151,college,9420,21
151,marriage_hall,5779,7
151,community_hall,4661,10
152,school,128174,14
152,college,80438,21
152,marriage_hall,49318,7
152,community_hall,39770,10
152,school,102873,14
152,college,64561,21
152,marriage_hall,39587,7
152,community_hall,31924,10
152,school,25300,14
152,college,15876,21
152,marriage_hall,9730,7
152,community_hall,7846,10
153,school,172025,14
153,college,107981,21
153,marriage_hall,66279,7
153,community_hall,53470,10
153,school,152326,14
153,college,95617,21
153,marriage_hall,58693,7
153,community_hall,47351,10
153,school,19698,14
153,college,12364,21
153,marriage_hall,7586,7
153,community_hall,6119,10
154,school,191386,14
154,college,120117,21
154,marriage_hall,73673,7
154,community_hall,59420,10
154,school,168848,14
154,college,105976,21
154,marriage_hall,65015,7
154,community_hall,52441,10
154,school,22537,14
154,college,14140,21
154,marriage_hall,8658,7
154,community_hall,6979,10
155,school,174670,14
155,college,109625,21
155,marriage_hall,67236,7
155,community_hall,54227,10
155,school,151620,14
155,college,95162,21
155,marriage_hall,58374,7
155,community_hall,47082,10
155,school,23049,14
155,college,14463,21
155,marriage_hall,8861,7
155,community_hall,7144,10
156,school,133162,14
156,college,83594,21
156,marriage_hall,51333,7
156,community_hall,41420,10
156,school,110435,14
156,college,69329,21
156,marriage_hall,42579,7
156,community_hall,34358,10
156,school,22727,14
156,college,14265,21
156,marriage_hall,8754,7
156,community_hall,7061,10
157,school,196504,14
157,college,123352,21
157,marriage_hall,75733,7
157,community_hall,61102,10
157,school,66281,14
157,college,41602,21
157,marriage_hall,25528,7
157,community_hall,20592,10
157,school,130222,14
157,college,81750,21
157,marriage_hall,50205,7
157,community_hall,40510,10
158,school,145517,14
158,college,91336,21
158,marriage_hall,56041,7
158,community_hall,45204,10
158,school,132389,14
158,college,83096,21
158,marriage_hall,50989,7
158,community_hall,41131,10
158,school,13128,14
158,college,8239,21
158,marriage_hall,5051,7
158,community_hall,4073,10
159,school,80120,14
159,college,50271,21
159,marriage_hall,30791,7
159,community_hall,24821,10
159,school,62392,14
159,college,39146,21
159,marriage_hall,23972,7
159,community_hall,19323,10
159,school,17727,14
159,college,11124,21
159,marriage_hall,6818,7
159,community_hall,5498,10
160,school,70478,14
160,college,44224,21
160,marriage_hall,27096,7
160,community_hall,21845,10
160,school,58537,14
160,college,36731,21
160,marriage_hall,22506,7
160,community_hall,18145,10
160,school,11941,14
160,college,7492,21
160,marriage_hall,4590,7
160,community_hall,3700,10
161,school,67435,14
161,college,42320,21
161,marriage_hall,25947,7
161,community_hall,20924,10
161,school,51823,14
161,college,32523,21
161,marriage_hall,19941,7
161,community_hall,16080,10
161,school,15611,14
161,college,9797,21
161,marriage_hall,6006,7
161,community_hall,4843,10
162,school,58904,14
162,college,36970,21
162,marriage_hall,22678,7
162,community_hall,18291,10
162,school,48905,14
162,college,30694,21
162,marriage_hall,18829,7
162,community_hall,15187,10
162,school,9999,14
162,college,6275,21
162,marriage_hall,3849,7
162,community_hall,3104,10
163,school,76794,14
163,college,48202,21
163,marriage_hall,29581,7
163,community_hall,23862,10
163,school,69392,14
163,college,43557,21
163,marriage_hall,26732,7
163,community_hall,21564,10
163,school,7401,14
163,college,4645,21
163,marriage_hall,2849,7
163,community_hall,2297,10
164,school,196200,14
164,college,123165,21
164,marriage_hall,75625,7
164,community_hall,61018,10
164,school,67025,14
164,college,42074,21
164,marriage_hall,25831,7
164,community_hall,20841,10
164,school,129175,14
164,college,81090,21
164,marriage_hall,49794,7
164,community_hall,40177,10
165,school,71924,14
165,college,45132,21
165,marriage_hall,27656,7
165,community_hall,22298,10
165,school,54091,14
165,college,33942,21
165,marriage_hall,20798,7
165,community_hall,16768,10
165,school,17832,14
165,college,11190,21
165,marriage_hall,6857,7
165,community_hall,5529,10
166,school,85460,14
166,college,53642,21
166,marriage_hall,32921,7
166,community_hall,26557,10
166,school,49842,14
166,college,31286,21
166,marriage_hall,19203,7
166,community_hall,15492,10
166,school,35618,14
166,college,22356,21
166,marriage_hall,13717,7
166,community_hall,11065,10
167,school,52195,14
167,college,32760,21
167,marriage_hall,20100,7
167,community_hall,16213,10
167,school,44691,14
167,college,28050,21
167,marriage_hall,17209,7
167,community_hall,13881,10
167,school,7503,14
167,college,4709,21
167,marriage_hall,2891,7
167,community_hall,2332,10
168,school,47244,14
168,college,29655,21
168,marriage_hall,18203,7
168,community_hall,14685,10
168,school,38277,14
168,college,24027,21
168,marriage_hall,14750,7
168,community_hall,11900,10
168,school,8966,14
168,college,5627,21
168,marriage_hall,3453,7
168,community_hall,2785,10
169,school,37414,14
169,college,23483,21
169,marriage_hall,14406,7
169,community_hall,11620,10
169,school,29493,14
169,college,18511,21
169,marriage_hall,11356,7
169,community_hall,9159,10
169,school,7921,14
169,college,4972,21
169,marriage_hall,3050,7
169,community_hall,2460,10
170,school,76775,14
170,college,48184,21
170,marriage_hall,29550,7
170,community_hall,23832,10
170,school,64999,14
170,college,40793,21
170,marriage_hall,25016,7
170,community_hall,20175,10
170,school,11775,14
170,college,7391,21
170,marriage_hall,4534,7
170,community_hall,3657,10
171,school,42192,14
171,college,26475,21
171,marriage_hall,16221,7
171,community_hall,13078,10
171,school,38085,14
171,college,23897,21
171,marriage_hall,14641,7
171,community_hall,11803,10
171,school,4107,14
171,college,2577,21
171,marriage_hall,1580,7
171,community_hall,1274,10
172,school,112392,14
172,college,70540,21
172,marriage_hall,43268,7
172,community_hall,34898,10
172,school,98648,14
172,college,61914,21
172,marriage_hall,37977,7
172,community_hall,30630,10
172,school,13744,14
172,college,8626,21
172,marriage_hall,5291,7
172,community_hall,4267,10
173,school,136368,14
173,college,85563,21
173,marriage_hall,52405,7
173,community_hall,42244,10
173,school,128932,14
173,college,80898,21
173,marriage_hall,49549,7
173,community_hall,39942,10
173,school,7435,14
173,college,4665,21
173,marriage_hall,2855,7
173,community_hall,2301,10
174,school,68151,14
174,college,42768,21
174,marriage_hall,26216,7
174,community_hall,21140,10
174,school,62848,14
174,college,39440,21
174,marriage_hall,24176,7
174,community_hall,19495,10
174,school,5303,14
174,college,3327,21
174,marriage_hall,2040,7
174,community_hall,1645,10
175,school,252826,14
175,college,158627,21
175,marriage_hall,97129,7
175,community_hall,78289,10
175,school,190075,14
175,college,119248,21
175,marriage_hall,72990,7
175,community_hall,58825,10
175,school,62750,14
175,college,39379,21
175,marriage_hall,24138,7
175,community_hall,19464,10
176,school,139113,14
176,college,87308,21
176,marriage_hall,53542,7
176,community_hall,43181,10
176,school,125059,14
176,college,78489,21
176,marriage_hall,48142,7
176,community_hall,38828,10
176,school,14054,14
176,college,8818,21
176,marriage_hall,5400,7
176,community_hall,4353,10
177,school,105190,14
177,college,66008,21
177,marriage_hall,40451,7
177,community_hall,32615,10
177,school,90715,14
177,college,56925,21
177,marriage_hall,34886,7
177,community_hall,28128,10
177,school,14475,14
177,college,9082,21
177,marriage_hall,5565,7
177,community_hall,4486,10
178,school,101446,14
178,college,63634,21
178,marriage_hall,38918,7
178,community_hall,31355,10
178,school,89561,14
178,college,56179,21
178,marriage_hall,34357,7
178,community_hall,27681,10
178,school,11884,14
178,college,7455,21
178,marriage_hall,4560,7
178,community_hall,3674,10
179,school,161237,14
179,college,101163,21
179,marriage_hall,61944,7
179,community_hall,49930,10
179,school,152744,14
179,college,95834,21
179,marriage_hall,58681,7
179,community_hall,47299,10
179,school,8492,14
179,college,5328,21
179,marriage_hall,3263,7
179,community_hall,2630,10
180,school,148565,14
180,college,93230,21
180,marriage_hall,57145,7
180,community_hall,46079,10
180,school,136515,14
180,college,85671,21
180,marriage_hall,52518,7
180,community_hall,42349,10
180,school,12049,14
180,college,7559,21
180,marriage_hall,4627,7
180,community_hall,3729,10
181,school,47518,14
181,college,29816,21
181,marriage_hall,18266,7
181,community_hall,14726,10
181,school,45883,14
181,college,28791,21
181,marriage_hall,17639,7
181,community_hall,14220,10
181,school,1635,14
181,college,1025,21
181,marriage_hall,627,7
181,community_hall,505,10
182,school,90804,14
182,college,56955,21
182,marriage_hall,34821,7
182,community_hall,28051,10
182,school,83766,14
182,college,52540,21
182,marriage_hall,32121,7
182,community_hall,25875,10
182,school,7038,14
182,college,4414,21
182,marriage_hall,2699,7
182,community_hall,2175,10
183,school,145475,14
183,college,91260,21
183,marriage_hall,55838,7
183,community_hall,44995,10
183,school,135919,14
183,college,85265,21
183,marriage_hall,52167,7
183,community_hall,42036,10
183,school,9555,14
183,college,5995,21
183,marriage_hall,3671,7
183,community_hall,2959,10
184,school,108130,14
184,college,67821,21
184,marriage_hall,41460,7
184,community_hall,33398,10
184,school,101341,14
184,college,63563,21
184,marriage_hall,38857,7
184,community_hall,31301,10
184,school,6789,14
184,college,4258,21
184,marriage_hall,2603,7
184,community_hall,2097,10
185,school,104311,14
185,college,65433,21
185,marriage_hall,40024,7
185,community_hall,32249,10
185,school,98464,14
185,college,61765,21
185,marriage_hall,37780,7
185,community_hall,30440,10
185,school,5847,14
185,college,3668,21
185,marriage_hall,2244,7
185,community_hall,1808,10
186,school,72466,14
186,college,45452,21
186,marriage_hall,27785,7
186,community_hall,22383,10
186,school,67036,14
186,college,42046,21
186,marriage_hall,25703,7
186,community_hall,20705,10
186,school,5430,14
186,college,3406,21
186,marriage_hall,2082,7
186,community_hall,1677,10
187,school,113786,14
187,college,71383,21
187,marriage_hall,43683,7
187,community_hall,35202,10
187,school,108070,14
187,college,67797,21
187,marriage_hall,41487,7
187,community_hall,33433,10
187,school,5715,14
187,college,3586,21
187,marriage_hall,2195,7
187,community_hall,1769,10
188,school,188030,14
188,college,117951,21
188,marriage_hall,72157,7
188,community_hall,58141,10
188,school,152515,14
188,college,95669,21
188,marriage_hall,58511,7
188,community_hall,47142,10
188,school,35514,14
188,college,22282,21
188,marriage_hall,13645,7
188,community_hall,10999,10
189,school,150997,14
189,college,94724,21
189,marriage_hall,57956,7
189,community_hall,46701,10
189,school,143864,14
189,college,90249,21
189,marriage_hall,55217,7
189,community_hall,44494,10
189,school,7132,14
189,college,4474,21
189,marriage_hall,2739,7
189,community_hall,2207,10
190,school,131063,14
190,college,82207,21
190,marriage_hall,50260,7
190,community_hall,40489,10
190,school,117675,14
190,college,73810,21
190,marriage_hall,45127,7
190,community_hall,36354,10
190,school,13387,14
190,college,8397,21
190,marriage_hall,5133,7
190,community_hall,4135,10
191,school,194937,14
191,college,122268,21
191,marriage_hall,74745,7
191,community_hall,60211,10
191,school,178316,14
191,college,111843,21
191,marriage_hall,68372,7
191,community_hall,55077,10
191,school,16621,14
191,college,10425,21
191,marriage_hall,6373,7
191,community_hall,5133,10
192,school,93202,14
192,college,58458,21
192,marriage_hall,35736,7
192,community_hall,28787,10
192,school,72110,14
192,college,45229,21
192,marriage_hall,27649,7
192,community_hall,22273,10
192,school,21091,14
192,college,13229,21
192,marriage_hall,8087,7
192,community_hall,6514,10
193,school,136880,14
193,college,85854,21
193,marriage_hall,52484,7
193,community_hall,42279,10
193,school,124031,14
193,college,77795,21
193,marriage_hall,47557,7
193,community_hall,38310,10
193,school,12848,14
193,college,8058,21
193,marriage_hall,4926,7
193,community_hall,3968,10
194,school,189880,14
194,college,119096,21
194,marriage_hall,72806,7
194,community_hall,58649,10
194,school,175237,14
194,college,109912,21
194,marriage_hall,67191,7
194,community_hall,54126,10
194,school,14643,14
194,college,9184,21
194,marriage_hall,5614,7
194,community_hall,4522,10
195,school,153010,14
195,college,95973,21
195,marriage_hall,58677,7
195,community_hall,47269,10
195,school,141412,14
195,college,88698,21
195,marriage_hall,54229,7
195,community_hall,43686,10
195,school,11597,14
195,college,7274,21
195,marriage_hall,4447,7
195,community_hall,3583,10
196,school,82562,14
196,college,51786,21
196,marriage_hall,31665,7
196,community_hall,25510,10
196,school,72295,14
196,college,45346,21
196,marriage_hall,27726,7
196,community_hall,22336,10
196,school,10267,14
196,college,6440,21
196,marriage_hall,3939,7
196,community_hall,3174,10
197,school,155476,14
197,college,97522,21
197,marriage_hall,59633,7
197,community_hall,48043,10
197,school,87871,14
197,college,55114,21
197,marriage_hall,33692,7
197,community_hall,27141,10
197,school,67679,14
197,college,42458,21
197,marriage_hall,25981,7
197,community_hall,20936,10
198,school,66679,14
198,college,41822,21
198,marriage_hall,25567,7
198,community_hall,20595,10
198,school,56991,14
198,college,35746,21
198,marriage_hall,21852,7
198,community_hall,17603,10
198,school,9688,14
198,college,6076,21
198,marriage_hall,3714,7
198,community_hall,2992,10
199,school,105802,14
199,college,66373,21
199,marriage_hall,40613,7
199,community_hall,32728,10
199,school,91065,14
199,college,57128,21
199,marriage_hall,34955,7
199,community_hall,28168,10
199,school,14736,14
199,college,9245,21
199,marriage_hall,5658,7
199,community_hall,4560,10
200,school,79499,14
200,college,49895,21
200,marriage_hall,30603,7
200,community_hall,24682,10
200,school,65991,14
200,college,41413,21
200,marriage_hall,25389,7
200,community_hall,20474,10
200,school,13508,14
200,college,8482,21
200,marriage_hall,5213,7
200,community_hall,4208,10
201,school,75339,14
201,college,47268,21
201,marriage_hall,28942,7
201,community_hall,23328,10
201,school,63938,14
201,college,40115,21
201,marriage_hall,24560,7
201,community_hall,19795,10
201,school,11400,14
201,college,7153,21
201,marriage_hall,4382,7
201,community_hall,3532,10
202,school,61037,14
202,college,38297,21
202,marriage_hall,23454,7
202,community_hall,18905,10
202,school,48801,14
202,college,30620,21
202,marriage_hall,18753,7
202,community_hall,15117,10
202,school,12235,14
202,college,7676,21
202,marriage_hall,4700,7
202,community_hall,3788,10
203,school,168058,14
203,college,105480,21
203,marriage_hall,64709,7
203,community_hall,52193,10
203,school,151235,14
203,college,94920,21
203,marriage_hall,58226,7
203,community_hall,46964,10
203,school,16823,14
203,college,10560,21
203,marriage_hall,6482,7
203,community_hall,5229,10
204,school,218697,14
204,college,137299,21
204,marriage_hall,84342,7
204,community_hall,68063,10
204,school,201566,14
204,college,126547,21
204,marriage_hall,77747,7
204,community_hall,62744,10
204,school,17131,14
204,college,10752,21
204,marriage_hall,6594,7
204,community_hall,5319,10
205,school,28502,14
205,college,17907,21
205,marriage_hall,11044,7
205,community_hall,8925,10
205,school,27289,14
205,college,17146,21
205,marriage_hall,10576,7
205,community_hall,8547,10
205,school,1212,14
205,college,761,21
205,marriage_hall,468,7
205,community_hall,378,10
206,school,147987,14
206,college,92952,21
206,marriage_hall,57244,7
206,community_hall,46237,10
206,school,139812,14
206,college,87819,21
206,marriage_hall,54090,7
206,community_hall,43691,10
206,school,8175,14
206,college,5132,21
206,marriage_hall,3153,7
206,community_hall,2545,10
207,school,192972,14
207,college,121169,21
207,marriage_hall,74498,7
207,community_hall,60138,10
207,school,186063,14
207,college,116832,21
207,marriage_hall,71836,7
207,community_hall,57990,10
207,school,6909,14
207,college,4337,21
207,marriage_hall,2662,7
207,community_hall,2147,10
208,school,95809,14
208,college,60157,21
208,marriage_hall,36980,7
208,community_hall,29850,10
208,school,91279,14
208,college,57313,21
208,marriage_hall,35233,7
208,community_hall,28440,10
208,school,4529,14
208,college,2843,21
208,marriage_hall,1747,7
208,community_hall,1410,10
209,school,120984,14
209,college,75970,21
209,marriage_hall,46718,7
209,community_hall,37715,10
209,school,113742,14
209,college,71423,21
209,marriage_hall,43924,7
209,community_hall,35461,10
209,school,7242,14
209,college,4547,21
209,marriage_hall,2793,7
209,community_hall,2254,10
210,school,72692,14
210,college,45644,21
210,marriage_hall,28063,7
210,community_hall,22653,10
210,school,65768,14
210,college,41296,21
210,marriage_hall,25391,7
210,community_hall,20496,10
210,school,6924,14
210,college,4347,21
210,marriage_hall,2672,7
210,community_hall,2157,10
211,school,140301,14
211,college,88093,21
211,marriage_hall,54151,7
211,community_hall,43709,10
211,school,125585,14
211,college,78853,21
211,marriage_hall,48475,7
211,community_hall,39128,10
211,school,14716,14
211,college,9239,21
211,marriage_hall,5676,7
211,community_hall,4580,10
212,school,132127,14
212,college,82966,21
212,marriage_hall,51018,7
212,community_hall,41185,10
212,school,120370,14
212,college,75585,21
212,marriage_hall,46482,7
212,community_hall,37525,10
212,school,11756,14
212,college,7381,21
212,marriage_hall,4535,7
212,community_hall,3660,10
213,school,86089,14
213,college,54056,21
213,marriage_hall,33236,7
213,community_hall,26830,10
213,school,82289,14
213,college,51671,21
213,marriage_hall,31770,7
213,community_hall,25646,10
213,school,3799,14
213,college,2385,21
213,marriage_hall,1466,7
213,community_hall,1183,10
214,school,81561,14
214,college,51206,21
214,marriage_hall,31461,7
214,community_hall,25390,10
214,school,74866,14
214,college,47004,21
214,marriage_hall,28882,7
214,community_hall,23310,10
214,school,6694,14
